record_id,url,raw_reference
ccbc13-14:asteroid-156,https://puzz.cipherpuzzles.com/p.html?midloop/4/4/wfk3fif,https://puzz.cipherpuzzles.com/p.html?midloop/4/4/wfk3fif
ccbc13-14:asteroid-187,https://docs.qq.com/sheet/DVk1GS1V2eUdUdk9R?tab=BB08J2,https://docs.qq.com/sheet/DVk1GS1V2eUdUdk9R?tab=BB08J2
ccbc13-14:ccbc-13-1,https://puzz.cipherpuzzles.com/p.html?slither/6/5/ch367bk2171bag,https://puzz.cipherpuzzles.com/p.html?slither/6/5/ch367bk2171bag
ccbc13-14:ccbc-13-1,https://www.bilibili.com/video/BV1Nj411f7xQ/,https://www.bilibili.com/video/BV1Nj411f7xQ/
ccbc13-14:ccbc-13-13,https://nutrimatic.org/,https://nutrimatic.org/
ccbc13-14:ccbc-13-13,https://www.onelook.com/,https://www.onelook.com/
ccbc13-14:ccbc-13-13,https://www.quinapalus.com/cgi-bin/qat,https://www.quinapalus.com/cgi-bin/qat
ccbc13-14:ccbc-13-3,https://docs.qq.com/sheet/DVkdXQXlIU2xyWVVp?tab=BB08J2,https://docs.qq.com/sheet/DVkdXQXlIU2xyWVVp?tab=BB08J2
ccbc13-14:ccbc-13-6,https://docs.qq.com/sheet/DVkt6c2VtWUlXUmRa?tab=BB08J2,https://docs.qq.com/sheet/DVkt6c2VtWUlXUmRa?tab=BB08J2
ccbc13-14:ccbc-14-17,https://docs.qq.com/sheet/DVktJdFBOUnJxZHJ0?tab=BB08J2,https://docs.qq.com/sheet/DVktJdFBOUnJxZHJ0?tab=BB08J2
ccbc13-14:ccbc-14-20,https://oeis.org/A002186,https://oeis.org/A002186
ccbc13-14:ccbc-14-20,https://oeis.org/A004481,https://oeis.org/A004481
ccbc13-14:ccbc-14-20,https://oi-wiki.org/math/game-theory/impartial-game/,https://oi-wiki.org/math/game-theory/impartial-game/
ccbc13-14:ccbc-14-21,https://docs.qq.com/sheet/DVnl0Z0xOdXJXWWVx?tab=BB08J2,https://docs.qq.com/sheet/DVnl0Z0xOdXJXWWVx?tab=BB08J2
ccbc13-14:ccbc-14-22,https://puzzle.cipherpuzzles.com/detail/9,https://puzzle.cipherpuzzles.com/detail/9
ccbc13-14:ccbc-14-23,https://docs.qq.com/sheet/DS29ucGNCVGJsVE1Z?tab=BB08J2,https://docs.qq.com/sheet/DS29ucGNCVGJsVE1Z?tab=BB08J2
ccbc13-14:ccbc-14-23,https://ikp.yt/0B1YPV,https://ikp.yt/0B1YPV
ccbc13-14:ccbc-14-23,https://ikp.yt/0S80hs,https://ikp.yt/0S80hs
ccbc13-14:ccbc-14-23,https://ikp.yt/3dsr5s,https://ikp.yt/3dsr5s
ccbc13-14:ccbc-14-23,https://ikp.yt/3wNa4R,https://ikp.yt/3wNa4R
ccbc13-14:ccbc-14-23,https://ikp.yt/4sJ0jK,https://ikp.yt/4sJ0jK
ccbc13-14:ccbc-14-26,https://docs.qq.com/sheet/DS1lTZVVRTWtqeFpa?tab=BB08J2,https://docs.qq.com/sheet/DS1lTZVVRTWtqeFpa?tab=BB08J2
ccbc13-14:ccbc-14-26,https://puzz.cipherpuzzles.com/p.html?starrail/12/12/2/12n1n14zv1n123n123zv123n12n12zv10n120n120zv28120h08g4824140i210882818004001vvg0000vvo00s0fvs8g080,https://puzz.cipherpuzzles.com/p.html?starrail/12/12/2/12n1n14zv1n123n123zv123n12n12zv10n120n120zv28120h08g4824140i210882818004001vvg0000vvo00s0fvs8g080
ccbc13-14:ccbc-14-26,https://puzz.cipherpuzzles.com/rules.html?starrail,https://puzz.cipherpuzzles.com/rules.html?starrail
ccbc13-14:ccbc-14-27,https://docs.qq.com/sheet/DVkpMYW54aWVSYUdr?tab=BB08J2,https://docs.qq.com/sheet/DVkpMYW54aWVSYUdr?tab=BB08J2
ccbc13-14:ccbc-14-27,https://www.vgtime.com/topic/5434.jhtml,https://www.vgtime.com/topic/5434.jhtml
ccbc13-14:ccbc-14-28,https://blast.ncbi.nlm.nih.gov/smartblast/?LINK_LOC=BlastHomeLink,https://blast.ncbi.nlm.nih.gov/smartblast/?LINK_LOC=BlastHomeLink
ccbc13-14:ccbc-14-28,https://puzzle.cipherpuzzles.com/detail/9,https://puzzle.cipherpuzzles.com/detail/9
ccbc13-14:ccbc-14-29,http://copy.sh/life/,http://copy.sh/life/
ccbc13-14:ccbc-14-29,https://c.runoob.com/compile/13/,https://c.runoob.com/compile/13/
ccbc13-14:ccbc-14-29,https://conwaylife.com/wiki/74P127,https://conwaylife.com/wiki/74P127
ccbc15:problem:1-4,https://cloud.tencent.com/developer/article/1947423,https://cloud.tencent.com/developer/article/1947423
ccbc15:problem:1-5,https://puzz.cipherpuzzles.com/p.html?skyscrapers/6/6/231424313232213532342122n3x6n,https://puzz.cipherpuzzles.com/p.html?skyscrapers/6/6/231424313232213532342122n3x6n
ccbc15:problem:1-5,https://puzz.cipherpuzzles.com/rules.html?skyscrapers,https://puzz.cipherpuzzles.com/rules.html?skyscrapers
ccbc15:problem:2-13,https://docs.qq.com/sheet/DR0hHdmlRVEVqSVpX?tab=BB08J2,https://docs.qq.com/sheet/DR0hHdmlRVEVqSVpX?tab=BB08J2
ccbc15:problem:2-14,https://www.bilibili.com/video/BV16F411474p,https://www.bilibili.com/video/BV16F411474p
ccbc15:problem:3-16,https://docs.qq.com/sheet/DR0tWcE93WEtEc2lF?tab=BB08J2,https://docs.qq.com/sheet/DR0tWcE93WEtEc2lF?tab=BB08J2
ccbc15:problem:3-18,https://puzz.cipherpuzzles.com/tools/mmjq.html,https://puzz.cipherpuzzles.com/tools/mmjq.html
ccbc15:problem:3-22,https://mathworld.wolfram.com/RhombicDodecahedron.html,https://mathworld.wolfram.com/RhombicDodecahedron.html
ccbc15:problem:4-27,https://puzz.cipherpuzzles.com/penpa-edit/#m=solve&p=zVdPr9tEEL/nU0R7otIevF7biXMrpeVSCuUVVciKKr/XtI2aPBcnoVWeXu9IfAGuXDjxsUDiW/Q3f9LEsacICSSUxDOZ3+7szO5497ebH3Z1u/Ah0DdOfeKh+Swv+BdCyr9EP0+W29ViNv7z95//+Om3v3751d/dbV817Wzsvf/6wQP/ol5tFqNKm89HlQvOuxS/4Obv9xfvK+d8mI9u9t/ObvbPZtX81u+/O6rTo3oxu3HZ1M1y77KSRZ6ICCyKgsVU/k1TEVFEJiJnERLpGBJpG4J0DVHtUe2Z9A6ZdA+Z9s8nKiWcUBykxBUm6meifiYUDFJ4hBQifFauQNYUgJt7F+G1cvHUgnjOLBihonk7WjBWt02G0c4siLNroci7fgrEVrnsxELRdnuVvTYh6TUKSW+0ENiEJT+aUu54GkGIfVPOpk5HCbTTqmD3+alp0g+CauCsIxXCeSue826r3qSHKc96J67ybNqxzmF2g+f3/HzAz5SfT1DJfh/5+QU/E37m/HxIBV76AuGmVOOe6htanngqcWghjT7Qwh/0FIXJeuZDJq1DMj3aSU+0fVLCjrxJp7db9XKCF1rcQy2RMmnoFzDf3JbeeIkJEv0wwzwmOqbSHBLjn7RPMZlsx45BZcnjYyehF43bwE4vG+v50Z7DP71ErCOnXOOlnYdeKtYxLpUo6QV8TtA30srDz0EvkJ/qk9KXiF60KXxAmyaetgnSgqedAloxPdEoBtJKT6NCQwCsYRHvY5lSDJxOJDhIn5YSHKSPidghfUzFDukjveekR9h1aSF9LNRewE4Bko4IY6n2bOIjbXysT6HLBEF2/WiRQEKXCYKELosHCV0KAxK6+s8pHlmAtIjIS8aCRF7SFxJ5aQwoqpiqTxRhpL2J84L9dCzaFTkv2Okd5Lxg1xqLATFr5UUUJ/4f/WvRxgS5fxy3gC7Fx3ObSMwxQS4f55zi1BwT5J7QuFi0p/z+3eNnxs+C37kJnS2jUYV5pWPu9IMy+z9Z6Oy82D1vXu/Gj5p2Xa8cTk23aVbPNrv2RX21cDM+bD3brnfry0XbMa2a5s1qed1tt3x53bSLQYiMi+cvh9pfNu3zM+9v69WqYxAe0TFdLdurVde0bZed/3XbNm87lnW9fdUxXNZbcI7Nq+WbrqfF9bYbwLbuhli/rs9GWx9zvh25d45/FfYgnxElKWf7x37/pWz4B9Li94/BSb6auQ0vhiNiQiQG53z78vIznBB+nOIVH6d5foeaP5QzBJsI46jQcZolfgyN8fviP4X6lD2Rdk9PmQT6I9ITokl0plROpvHZQ7F8M6v2T7wjT59zd1LduvkRmUng9P+qWV8i98qdzJ4gmoaOR6fXXc5vf3HIjEahJIDHY7ykSryk9eKVNP7jcMv5raxb+CcEktah5oWidcIy+XAH3mlbNSDaZS0IG5gBESE1IDp9LAg7twVhM7Mg7HkWhK3RgJgIm5gdI5/XFkbnuol9wieRbROz02NSbmFEd03MLgUm9CZm1wlzFBP7RO7EZwYxuTT8G5RS3LPboqBbndQ8k8xBTGnnIPaRiNooUVADVbI6jB7oq40SNzBQpbjD6IH0DqIHGmyBRFqGMaXKxphKng1U6bQxT0qwDVQptz0ukXCjr9JyYxaVqBuelbobqJL5YfRA7w1UCb+B6hXAQPVSMIwergn6iuEIphOYpL5+enWw8MN1wsD1imGjxOoNVK8iFirXEwPVK4uNnmxVPVSuNgaq151BVK5Af8up3yk7bdpBggrzAEeFdZCLqr1HR2HvEU8asM89YR2gn7CeM1CY+iQUxh4Phc2gouT1nI1SVOeElIbqcVIa6pSWVvMRax8A,https://puzz.cipherpuzzles.com/penpa-edit/#m=solve&p=zVdPr9tEEL/nU0R7otIevF7biXMrpeVSCuUVVciKKr/XtI2aPBcnoVWeXu9IfAGuXDjxsUDiW/Q3f9LEsacICSSUxDOZ3+7szO5497ebH3Z1u/Ah0DdOfeKh+Swv+BdCyr9EP0+W29ViNv7z95//+Om3v3751d/dbV817Wzsvf/6wQP/ol5tFqNKm89HlQvOuxS/4Obv9xfvK+d8mI9u9t/ObvbPZtX81u+/O6rTo3oxu3HZ1M1y77KSRZ6ICCyKgsVU/k1TEVFEJiJnERLpGBJpG4J0DVHtUe2Z9A6ZdA+Z9s8nKiWcUBykxBUm6meifiYUDFJ4hBQifFauQNYUgJt7F+G1cvHUgnjOLBihonk7WjBWt02G0c4siLNroci7fgrEVrnsxELRdnuVvTYh6TUKSW+0ENiEJT+aUu54GkGIfVPOpk5HCbTTqmD3+alp0g+CauCsIxXCeSue826r3qSHKc96J67ybNqxzmF2g+f3/HzAz5SfT1DJfh/5+QU/E37m/HxIBV76AuGmVOOe6htanngqcWghjT7Qwh/0FIXJeuZDJq1DMj3aSU+0fVLCjrxJp7db9XKCF1rcQy2RMmnoFzDf3JbeeIkJEv0wwzwmOqbSHBLjn7RPMZlsx45BZcnjYyehF43bwE4vG+v50Z7DP71ErCOnXOOlnYdeKtYxLpUo6QV8TtA30srDz0EvkJ/qk9KXiF60KXxAmyaetgnSgqedAloxPdEoBtJKT6NCQwCsYRHvY5lSDJxOJDhIn5YSHKSPidghfUzFDukjveekR9h1aSF9LNRewE4Bko4IY6n2bOIjbXysT6HLBEF2/WiRQEKXCYKELosHCV0KAxK6+s8pHlmAtIjIS8aCRF7SFxJ5aQwoqpiqTxRhpL2J84L9dCzaFTkv2Okd5Lxg1xqLATFr5UUUJ/4f/WvRxgS5fxy3gC7Fx3ObSMwxQS4f55zi1BwT5J7QuFi0p/z+3eNnxs+C37kJnS2jUYV5pWPu9IMy+z9Z6Oy82D1vXu/Gj5p2Xa8cTk23aVbPNrv2RX21cDM+bD3brnfry0XbMa2a5s1qed1tt3x53bSLQYiMi+cvh9pfNu3zM+9v69WqYxAe0TFdLdurVde0bZed/3XbNm87lnW9fdUxXNZbcI7Nq+WbrqfF9bYbwLbuhli/rs9GWx9zvh25d45/FfYgnxElKWf7x37/pWz4B9Li94/BSb6auQ0vhiNiQiQG53z78vIznBB+nOIVH6d5foeaP5QzBJsI46jQcZolfgyN8fviP4X6lD2Rdk9PmQT6I9ITokl0plROpvHZQ7F8M6v2T7wjT59zd1LduvkRmUng9P+qWV8i98qdzJ4gmoaOR6fXXc5vf3HIjEahJIDHY7ykSryk9eKVNP7jcMv5raxb+CcEktah5oWidcIy+XAH3mlbNSDaZS0IG5gBESE1IDp9LAg7twVhM7Mg7HkWhK3RgJgIm5gdI5/XFkbnuol9wieRbROz02NSbmFEd03MLgUm9CZm1wlzFBP7RO7EZwYxuTT8G5RS3LPboqBbndQ8k8xBTGnnIPaRiNooUVADVbI6jB7oq40SNzBQpbjD6IH0DqIHGmyBRFqGMaXKxphKng1U6bQxT0qwDVQptz0ukXCjr9JyYxaVqBuelbobqJL5YfRA7w1UCb+B6hXAQPVSMIwergn6iuEIphOYpL5+enWw8MN1wsD1imGjxOoNVK8iFirXEwPVK4uNnmxVPVSuNgaq151BVK5Af8up3yk7bdpBggrzAEeFdZCLqr1HR2HvEU8asM89YR2gn7CeM1CY+iQUxh4Phc2gouT1nI1SVOeElIbqcVIa6pSWVvMRax8A
ccbc15:problem:4-27,https://puzz.cipherpuzzles.com/penpa-edit/?m=solve&p=zVdNjxtFEL37V1hzIlIfpqdnxjO+hZBwCQthgyI0sqLZjZNY8a7DrJdEXiV3JP4AVy6c+Fkg8S/yXlXPer56ERJIyHb3c1V3dVV/VL+++uG6btbGWn5dYWIDZNIsl5+1ifxi/3m62W/Xy/mfv//8x0+//fXLr+b+9f71rlnOjTFfP3pkXtbbq/Ws8s1XsyqykYkS/Gy0+ng4/VhFkbGr2c3h2+XN4fmyWn0wh++OsDjC0+VNlBbRMjNRWkqVxVpZqfJcqkL/FYlWTqtUq0wqG2tHG2tba7WrdV7uvDzV3jbV7jb1/bOFr9Udm7e1+mUX3s7C21nQGYRwghAcbFZRjqjpQLQykYP1inNylGCcKnJdCTwcSODDoBe8GEjgT79XCs9kDY4S+DhoI5a7Esbbt5wjoipKOxLG2O+1GPUqRNLtVY7s2HhkyMYjj6wVUTcQm0jH7njWTYjGtjTgrCvKpGPPvIbcs5WPO2rQPfPcg4OO3I/DVqM1t4User/jaAZtMVp2W8i697wvZeF75svBymOD2uUNyu+lfCRlIuVTHEFzcFJ+IWUsZSblY57M0uSIM+HhNDyYjufT8GwC2cQZy93Y4gQTIDg1lnuSOC5UDhuCY98+LiHH7BAzLRGjTblAJoJ5hSVmAQ1K9LNYKGnLVAWfBHNMzJ2MiY4JmnOcBO3TTvsEUy5ypDqeDBkfKZAZQtpAzizBNjY7yjPY5+kXjJgy9dEyZTIbCMa4PCXEOWwufN8F7LQ4R3weL0pTqvdAhc5RERvmNyJrmOKA8qKDvA95aTgq1yBXhEV8iGVKMHCyUOdQm4T7griMjYtVjtq4ROWojWM6InaQc2mJsbYu9/IccjpIDA9d6eXpwjhmbMEFMJwTXPbtcJMIxoXDgyc4AdYNhRpYNwZqYG8/oz+6YEnuEJeOhRpxaV/UiMv7gE3lEm8Tm9AxYUpckHfHYjqXuCDn4ZW4IOceI7bw2e88h82J/0f73LSCEfvtuDkwNl87t7H67GLEcjvn9NPHGCP2mONi0Z7J+XsgZSplLmduwUtxNqswr7yfux9ss/+ThJf+6fWL3Zvr+cmuuai3Ea776Gq3fX513bysz9fRUliCEdnl9cXZuumJtrvd2+3mst9u8+py16wnVRSuX7yaan+2a14MrL+rt9ueQAlQT3S+ac63fdG+2fT+102ze9eTXNT71z3BWb0HWbp6vXnbt7S+3Pcd2Nd9F+s39WC0i2PMH2bR+0h+FXKQScmlyuXhiTl8qXdAy7bM4QnI1FfLwwm5FHkXqEnz6uwzXBdmnuBwz5Msu8eGj/VCQfoQPfbmPEljMwcS/UO1nAA+E0tED/yVEwOfEMdkdrxNqkgn8PljlXyzrA5PTURLn0t3wuhi9yNiUpf5/3x3cYaoq6gzb6q5kt3UXnG8t+5rZKdtZByFQUDvjv4Sqr9EI381jP/Y3XL1QVfM/hPOy3WoZaG4TlgmY+/BOhNqQMX8GlIhdQVU5NABFe+dkAo5O6RCGgupkO1CKiTFgEq4e1AX9lFu6pCON3pQd4dNvg+CunB48o4I6ci1g7rwVpA3SFAX3ifCToK6O2Ink5nU6Tvn3yCTal7M5jkforrnhV76oZGamJlY+20vlDOgvaWhd+lJQYN6T1dD+pbCTnp+S2qDvT3RDelb8jtpvaXDISXJS8BwS5qD43oiHdR7ch2cNU+4p2elpeB3jU5aHujtiXpwTj15D1r3hH7aekvxQ71b2h/U+6fAtPX2cRDQ+ufCtLZ9QIRGbh8VIX370Ajo/eMjrCXfD2j9IyWk1YdLQOsfM2HtHbPtHz2hzKAPoUmtPo7+lm2/97x110xSV4gn2CukkyzVy0dEFfIRJeWAY1YK6QQxhXTITSEa01MIRwwVsgBJpdUhT6VXQ6rKoUZslUN1CWu1mgn6BA==,https://puzz.cipherpuzzles.com/penpa-edit/?m=solve&p=zVdNjxtFEL37V1hzIlIfpqdnxjO+hZBwCQthgyI0sqLZjZNY8a7DrJdEXiV3JP4AVy6c+Fkg8S/yXlXPer56ERJIyHb3c1V3dVV/VL+++uG6btbGWn5dYWIDZNIsl5+1ifxi/3m62W/Xy/mfv//8x0+//fXLr+b+9f71rlnOjTFfP3pkXtbbq/Ws8s1XsyqykYkS/Gy0+ng4/VhFkbGr2c3h2+XN4fmyWn0wh++OsDjC0+VNlBbRMjNRWkqVxVpZqfJcqkL/FYlWTqtUq0wqG2tHG2tba7WrdV7uvDzV3jbV7jb1/bOFr9Udm7e1+mUX3s7C21nQGYRwghAcbFZRjqjpQLQykYP1inNylGCcKnJdCTwcSODDoBe8GEjgT79XCs9kDY4S+DhoI5a7Esbbt5wjoipKOxLG2O+1GPUqRNLtVY7s2HhkyMYjj6wVUTcQm0jH7njWTYjGtjTgrCvKpGPPvIbcs5WPO2rQPfPcg4OO3I/DVqM1t4User/jaAZtMVp2W8i697wvZeF75svBymOD2uUNyu+lfCRlIuVTHEFzcFJ+IWUsZSblY57M0uSIM+HhNDyYjufT8GwC2cQZy93Y4gQTIDg1lnuSOC5UDhuCY98+LiHH7BAzLRGjTblAJoJ5hSVmAQ1K9LNYKGnLVAWfBHNMzJ2MiY4JmnOcBO3TTvsEUy5ypDqeDBkfKZAZQtpAzizBNjY7yjPY5+kXjJgy9dEyZTIbCMa4PCXEOWwufN8F7LQ4R3weL0pTqvdAhc5RERvmNyJrmOKA8qKDvA95aTgq1yBXhEV8iGVKMHCyUOdQm4T7griMjYtVjtq4ROWojWM6InaQc2mJsbYu9/IccjpIDA9d6eXpwjhmbMEFMJwTXPbtcJMIxoXDgyc4AdYNhRpYNwZqYG8/oz+6YEnuEJeOhRpxaV/UiMv7gE3lEm8Tm9AxYUpckHfHYjqXuCDn4ZW4IOceI7bw2e88h82J/0f73LSCEfvtuDkwNl87t7H67GLEcjvn9NPHGCP2mONi0Z7J+XsgZSplLmduwUtxNqswr7yfux9ss/+ThJf+6fWL3Zvr+cmuuai3Ea776Gq3fX513bysz9fRUliCEdnl9cXZuumJtrvd2+3mst9u8+py16wnVRSuX7yaan+2a14MrL+rt9ueQAlQT3S+ac63fdG+2fT+102ze9eTXNT71z3BWb0HWbp6vXnbt7S+3Pcd2Nd9F+s39WC0i2PMH2bR+0h+FXKQScmlyuXhiTl8qXdAy7bM4QnI1FfLwwm5FHkXqEnz6uwzXBdmnuBwz5Msu8eGj/VCQfoQPfbmPEljMwcS/UO1nAA+E0tED/yVEwOfEMdkdrxNqkgn8PljlXyzrA5PTURLn0t3wuhi9yNiUpf5/3x3cYaoq6gzb6q5kt3UXnG8t+5rZKdtZByFQUDvjv4Sqr9EI381jP/Y3XL1QVfM/hPOy3WoZaG4TlgmY+/BOhNqQMX8GlIhdQVU5NABFe+dkAo5O6RCGgupkO1CKiTFgEq4e1AX9lFu6pCON3pQd4dNvg+CunB48o4I6ci1g7rwVpA3SFAX3ifCToK6O2Ink5nU6Tvn3yCTal7M5jkforrnhV76oZGamJlY+20vlDOgvaWhd+lJQYN6T1dD+pbCTnp+S2qDvT3RDelb8jtpvaXDISXJS8BwS5qD43oiHdR7ch2cNU+4p2elpeB3jU5aHujtiXpwTj15D1r3hH7aekvxQ71b2h/U+6fAtPX2cRDQ+ufCtLZ9QIRGbh8VIX370Ajo/eMjrCXfD2j9IyWk1YdLQOsfM2HtHbPtHz2hzKAPoUmtPo7+lm2/97x110xSV4gn2CukkyzVy0dEFfIRJeWAY1YK6QQxhXTITSEa01MIRwwVsgBJpdUhT6VXQ6rKoUZslUN1CWu1mgn6BA==
ccbc15:problem:4-27,https://sudokupad.app/1y8sc36x68,https://sudokupad.app/1y8sc36x68
ccbc15:problem:4-27,https://sudokupad.app/hr73ul2b8n,https://sudokupad.app/hr73ul2b8n
ccbc15:problem:4-31,https://overpass-api.de/api/interpreter,https://overpass-api.de/api/interpreter
ccbc15:problem:4-31,https://overpass.private.coffee/api/interpreter,https://overpass.private.coffee/api/interpreter
ccbc15:problem:4-34,https://docs.qq.com/sheet/DT3JqY3VMY0ZsbHFD?tab=BB08J2,https://docs.qq.com/sheet/DT3JqY3VMY0ZsbHFD?tab=BB08J2
ccbc15:problem:4-36,https://docs.qq.com/sheet/DR1VQV2V0a0VqUG5M?tab=BB08J2,https://docs.qq.com/sheet/DR1VQV2V0a0VqUG5M?tab=BB08J2
ccbc15:problem:4-36,https://docs.qq.com/sheet/DSERrekJhanBtRXZl?tab=BB08J2,https://docs.qq.com/sheet/DSERrekJhanBtRXZl?tab=BB08J2
ccbc15:problem:5-39,https://docs.qq.com/sheet/DR3hHRm1rU3RKbWpX?tab=BB08J2,https://docs.qq.com/sheet/DR3hHRm1rU3RKbWpX?tab=BB08J2
